type,text
ham,Kindly send some one to our flat before  DECIMAL  today.
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,Are you planning to come chennai?
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,"Sorry, I'll call later  # mins"
ham,Hahaha..use your brain dear
ham,Is ur lecture over?
ham,Thinkin about someone is all good. No drugs for that
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,"No, its true..k,Do u knw dis no. # ?"
ham,I am waiting for your call sir.
ham,Ok. C u then.
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls & get closer.. GOODNOON:)"
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.
ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
ham,Thanks for picking up the trash.
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
spam,"Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,What class of  #  reunion?
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,I want to go to perumbavoor
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,U still going to the mall?
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,All e best 4 ur exam later.
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,"Sorry battery died, yeah I'm here"
spam,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Those were my exact intentions
ham,Ugh just got outta class
ham,My phone
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
ham,Have your lunch and come quickly and open the door:)
ham,Yay! You better not have told that to 5 other girls either.
ham,"GOD ASKED, What is forgiveness? A little child gave lovely reply, It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham,Its a part of checking IQ
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  # th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,Am in gobi arts college
ham,say thanks2. 
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Lemme know when you're here
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,I cant pick the phone right now. Pls send a message
ham,Mm that time you dont like fun
ham,"I'm in a meeting, call me later at"
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u & u have to fight for ur self & win the battle. -VIVEKANAND- G 9t.. SD.."
ham,"Bill, as in: Are there any letters for me. iâ¬â¢m expecting one from orange that isnâ¬â¢t a bill but may still say orange on it."
ham,:-) :-)
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,You stayin out of trouble stranger!!saw Dave the other day heâs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
ham,I will be outside office take all from there
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,Don know:)this week i'm going to tirunelvai da.
ham,Your account has been refilled successfully by INR  DECIMAL . Your KeralaCircle prepaid account balance is Rs  DECIMAL . Your Transaction ID is KR # .
ham,"Well, I meant as opposed to my drunken night of before"
ham,Ok...
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"Playin space poker, u?"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,(You didn't hear it from me)
ham,Ok... Thanx... Gd nite 2 u too...
spam,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,"I want to show you the world, princess :) how about europe?"
ham,I had it already..sabarish asked me to go..
ham,We r outside already.
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,I thought slide is enough.
ham,Are you at work right now ?
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,I know you are. Can you pls open the back?
ham,Still otside le..u come 2morrow maga..
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,Yes :)it completely in out of form:)clark also utter waste.
spam,"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,And popping # ibuprofens was no help.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,Dont put your phone on silent mode ok
ham,I havent add u yet right.. 
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
spam,For your chance to WIN a FREE Bluetooth Headset then simply reply back with ADP
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,You do what all you like
ham,But i'm surprised she still can guess right lor...
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,"Happy or sad , one thing about past is- Its no more GOOD MORNING :-):-)."
ham,I'm thinking that chennai forgot to come for auction..
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Hows the champ just leaving glasgow!
ham,Sir send to group mail check it.
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,Shb b ok lor... Thanx...
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham, and  picking them up from various points
ham,Try to do something dear. You read something for exams
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Please tell me not all of my car keys are in your purse
ham,Nope... C u then...
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them & say, I'm always correct.!"
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,I want to be inside you every night...
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,He also knows about lunch menu only da. . I know
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone
ham,India have to take lead:)
ham,Give me a sec to think think about it
ham,Don know. I did't msg him recently.
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,What does the dance river do?
ham,"Oh... Icic... K lor, den meet other day..."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
ham,The message sent is askin for  # dollars. Shoul i pay  #  or  # ?
ham,You should change your fb to jaykwon thuglyfe falconerf
spam,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,"sorry brah, just finished the last of my exams, what up"
ham,Otherwise had part time job na-tuition..
ham,I dunno until when... Lets go learn pilates...
ham,Am watching house â¬â very entertaining â¬â am getting the whole hugh laurie thing â¬â even with the stick â¬â indeed especially with the stick.
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,Hey! There's veggie pizza... :/
ham,Hope you are having a good week. Just checking in
ham,u takin linear algebra today?
ham,Do you know where my lab goggles went
ham,Meanwhile in the suite: xavier decided to give us  #  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or something. Also I don't think doug realizes I don't live here anymore
ham,Wat u doing now?
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall & send this to ur frndZ & See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Small problem in auction:)punj now asking tiwary
ham,I know she called me
ham,Do you know when dad will be back?
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save Â£s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,"I'm a guy, browsin is compulsory"
ham,Did u turn on the heater? The heater was on and set to # degrees.
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,I've reached sch already...
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ...
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,In which place i can get rooms cheap:-)
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Er yep sure. Props?
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,Fine am simply sitting.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,Hmm thinking lor...
ham,Also where's the piece
ham,Don't Think About What u Have Got Think About How to Use It That You Have Got gooD ni8
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,Ok. I asked for money how far
spam,You are a winner U have been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Sorry de i went to shop.
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,"Good stuff, will do."
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
spam,"Today's Offer! Claim ur Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Â£3.00 Sub. 16 . Unsub reply X"
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Get down in gandhipuram and walk to cross cut road. Right side # street road and turn at first right.
ham,I wil be there with in  #  minutes. Got any space
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,My battery is low babe
ham,Ok...
ham,Ill be there on  #  ok.
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,Studying. But i.ll be free next weekend.
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Just come home. I don't want u to be miserable
ham,Ok i vl..do u know i got adsense approved..
ham,Goodmorning today i am late for  DECIMAL min.
ham,How many licks does it take to get to the center of a tootsie pop?
ham,Early bird! Any purchases yet?
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,"Well the general price is  # /oz, let me know if/when/how much you want"
ham,Also hi wesley how've you been
ham,"Okey dokey, iâ¬Ëll be over in a bit just sorting some stuff out."
ham,Y de asking like this.
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,Have you heard from this week?
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,"Sorry, I'll call later"
ham,"Sounds good, keep me posted"
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Hasn't that been the pattern recently crap weekends?
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  # . Good listener  # . Organizer  # . Good boyfriend  # . Very clean  # . Sympathetic  # . Athletic  # . Warm . . .  # . Courageous  # . Determined  # . True  # . Dependable  # . Intelligent . . .  # . Psychologist  # . Pest exterminator  # . Psychiatrist  # . Healer . .  # . Stylist  # . Driver . . Aaniye pudunga venaam..
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
ham,He says hi and to get back to south tampa (preferably at a kegger)
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"That's good, because I need drugs"
ham,"Sorry, I'll call later"
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham,Well obviously not because all the people in my cool college life went home ;_;
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Sleeping nt feeling well
ham,Hey check it da. I have listed da.
ham,Yar lor... How u noe? U used dat route too?
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,"babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,Do u knw dis no. # ?
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,How is your schedule next week? I am out of town this weekend.
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,Hi dis is yijue i would be happy to work wif u all for gek1510...
ham,"alright babe, justthought iâd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,I'm already back home so no probably not
ham,Huh so fast... Dat means u havent finished painting?
ham,Nite...
ham,Did u download the fring app?
ham,Dear i am not denying your words please
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Hey whats up? U sleeping all morning?
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,"Sorry, I'll call later"
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
ham,Yes:)here tv is always available in work place..
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,To day class is there are no class.
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
spam,WIN a Â£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 Â£1.50perweeksub.
ham,Wish i were with you now!
ham,How was txting and driving
ham,Wishing you a wonderful week.
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy babe. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,So dont use hook up any how
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,U're welcome... Caught u using broken english again...
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,Lol enjoy role playing much?
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,Headin towards busetop
ham,Dunno y u ask me.
ham,"Like  # , same question"
ham,Watching ajith film ah?
ham,Ok no prob
spam,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"No, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him sleep with me"
ham,That seems unnecessarily hostile
ham,Wait 2 min..stand at bus stop
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Yup i'm free...
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
ham,Why de. You looking good only:-)..
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,Yup i thk so until e shop closes lor.
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,Have you started in skye
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ #  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Fine if thatâs the way u feel. Thatâs the way its gota b
ham,"Just sent you an email â¬â to an address with incomm in it, is that right?"
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,"Sorry, I'll call later"
ham,Just haven't decided where yet eh ?
ham,Nvm take ur time.
ham,"Trust me. Even if isn't there, its there."
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,Try neva mate!!
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,Oh ok.. Wat's ur email?
ham,It vl bcum more difficult..
ham,What happened in interview?
ham,Mine here like all fr china then so noisy.
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,Lol ok your forgiven :)
ham,Okie
ham,Some of them told accenture is not confirm. Is it true.
ham,"I guess you could be as good an excuse as any, lol."
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,Probably gonna swing by in a wee bit
ham,I am in hospital da. . I will return home in evening
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
spam,"Win the newest â¬ÅHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,"Painful words- I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,"Cool, I'll text you in a few"
ham,I wont do anything de.
ham,"The affidavit says  #  E Twiggs St, division g, courtroom  # , TIME  AM. I'll double check and text you again tomorrow"
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
